date,topic,wp,party,page_content,keyword_counts,keyword_total

Meine Damen und Herren, es ist also Zeit, höchste Zeit, die Prioritäten neu zu ordnen und die Bürger wieder in den Mittelpunkt der Politik zu stellen.

Das funktioniert, indem man die Wirtschaft ertüchtigt, indem man die Wirtschaft erstarken lässt; denn es ist die Wirtschaft und nicht die Politik, die Wohlstand schafft.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
20220709,migration,20,AfD,,[],0
20220710,migration,20,AfD,,[],0
20220711,migration,20,AfD,,[],0
20220712,migration,20,AfD,,[],0
20220713,migration,20,AfD,,[],0
20220714,migration,20,AfD,,[],0
20220715,migration,20,AfD,,[],0
20220716,migration,20,AfD,,[],0
20220717,migration,20,AfD,,[],0
20220718,migration,20,AfD,,[],0
20220719,migration,20,AfD,,[],0
20220720,migration,20,AfD,,[],0
20220721,migration,20,AfD,,[],0
20220722,migration,20,AfD,,[],0
20220723,migration,20,AfD,,[],0
20220724,migration,20,AfD,,[],0
20220725,migration,20,AfD,,[],0
20220726,migration,20,AfD,,[],0
20220727,migration,20,AfD,,[],0
20220728,migration,20,AfD,,[],0
20220729,migration,20,AfD,,[],0
20220730,migration,20,AfD,,[],0
20220731,migration,20,AfD,,[],0
20220801,migration,20,AfD,,[],0
20220802,migration,20,AfD,,[],0
20220803,migration,20,AfD,,[],0
20220804,migration,20,AfD,,[],0
20220805,migration,20,AfD,,[],0
20220806,migration,20,AfD,,[],0
20220807,migration,20,AfD,,[],0
20220808,migration,20,AfD,,[],0
20220809,migration,20,AfD,,[],0
20220810,migration,20,AfD,,[],0
20220811,migration,20,AfD,,[],0
20220812,migration,20,AfD,,[],0
20220813,migration,20,AfD,,[],0
20220814,migration,20,AfD,,[],0
20220815,migration,20,AfD,,[],0
20220816,migration,20,AfD,,[],0
20220817,migration,20,AfD,,[],0
20220818,migration,20,AfD,,[],0
20220819,migration,20,AfD,,[],0
20220820,migration,20,AfD,,[],0
20220821,migration,20,AfD,,[],0
20220822,migration,20,AfD,,[],0
20220823,migration,20,AfD,,[],0
20220824,migration,20,AfD,,[],0
20220825,migration,20,AfD,,[],0
20220826,migration,20,AfD,,[],0
20220827,migration,20,AfD,,[],0
20220828,migration,20,AfD,,[],0
20220829,migration,20,AfD,,[],0
20220830,migration,20,AfD,,[],0
20220831,migration,20,AfD,,[],0
20220901,migration,20,AfD,,[],0
20220902,migration,20,AfD,,[],0
20220903,migration,20,AfD,,[],0
20220904,migration,20,AfD,,[],0
20220905,migration,20,AfD,,[],0
20220906,migration,20,AfD,"Sie beschwören einen Abtreibungskult.

Sie greifen die traditionelle Familie an, und die demografische Entwicklung dient Ihnen als Vorwand für offene Grenzen und für noch mehr Migration.

Nein, damit dramatisiere ich nichts.

Ein Landtagsabgeordneter der Grünen – immerhin Regierungspartei – fordert ja ganz offen „Zuwanderung bis zum Volkstod“.

Mit „Zuwanderung bis zum Volkstod“ kann man vielleicht aus linker Sicht die demografische Krise lösen, aber man schafft so Tausend neue Probleme.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1
20220907,migration,20,AfD,"Viertens.

Illegale Migration und Einwanderung in die Sozialsysteme liegen schon wieder über dem Niveau von 2015.

Aber Sie öffnen die letzten Schleusen und senden neue Migrationssignale durch fast schon bedingungslose Einbürgerung.

Fünftens.

Das Energieangebot muss ausgeweitet werden.

Wir müssen Energieerzeugung und Energieimporte entmoralisieren.

Das heißt im Klartext: Schluss mit der Ressourcenvergeudung für Windkraft und Photovoltaik.","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",2
20220908,migration,20,AfD,"Für Freiheit, für Rechtsstaat, für Demokratie, für
                    Gewaltenteilung, dafür stehen nur wir.

Kommen Sie bitte zum Schluss, Herr Kollege Brandner.

Wir sind keine Pinocchio-Partei wie alle anderen Parteien.

Wir sind eine Partei, die ernst genommen werden muss und noch viele, viele Jahre hier
                    demokratisch schalten und walten wird.

Vielen Dank.

Nächster Redner ist der Kollege Helge Limburg, Bündnis 90/Die Grünen.

Unnamed: 0: 12211.0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
20220909,migration,20,AfD,"Fakt ist: Ihre Migrationspolitik verschlechtert die Sicherheitslage in unserem Land von Tag zu Tag.

Effektiver Grenzschutz und Abschiebungen sind das Gebot der Stunde, und das muss jetzt endlich umgesetzt werden.

Hören Sie auf, ständig legitimen Bürgerprotest zu diffamieren.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1
20220910,migration,20,AfD,,[],0
20220911,migration,20,AfD,,[],0
20220912,migration,20,AfD,,[],0
20220913,migration,20,AfD,,[],0
20220914,migration,20,AfD,,[],0
20220915,migration,20,AfD,,[],0
20220916,migration,20,AfD,,[],0
20220917,migration,20,AfD,,[],0
20220918,migration,20,AfD,,[],0
20220919,migration,20,AfD,,[],0
20220920,migration,20,AfD,,[],0
20220921,migration,20,AfD,"Diese Auffassung teilen wir.

Warum brauchen wir heute eher mehr Unterstützung als weniger?

Weil die Politik der offenen Grenzen zur Folge hat, dass unter den deutschen Passinhabern der jüngeren Generationen immer mehr Menschen ohne deutsche Muttersprache sind.

In den jüngeren Alterskohorten gibt es in meinem Wahlkreis Bad Kreuznach und fast flächendeckend in Rheinland-Pfalz immer weniger Schüler, die Deutsch-Muttersprachler sind.

Fast die Hälfte der Kinder ist demnach per se benachteiligt.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
20220922,migration,20,AfD,"Erfolgreich sind wir dann, wenn wir unser eigenes Volk aktivieren.

Warum sollten qualifizierte Deutsche überhaupt im Land bleiben, wenn Heimat, Herkunft und Volk doch beliebig sind?

Ich sage Ihnen: Ihr Plan wird scheitern.

Danke.

Nächste Rednerin: für die Fraktion Bündnis 90/Die Grünen Misbah Khan.

Unnamed: 0: 11952.0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
20220923,migration,20,AfD,"Sie begründen Ihr Gesetz damit, möglichst viele Arbeitsplätze erhalten zu wollen.

Das ist ein vernünftiges Ziel.

Das wollen wir auch.

Die AfD möchte, dass es den Bürgern in unserem Land gut geht.

Aber dazu braucht es eine funktionierende Wirtschaft, und die haben wir nicht mehr.

Ergebnis Ihrer Politik!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
20220924,migration,20,AfD,,[],0
20220925,migration,20,AfD,,[],0
20220926,migration,20,AfD,,[],0
20220927,migration,20,AfD,,[],0
20220928,migration,20,AfD,"Das ist also eine symptomatische Herangehensweise.

Ich möchte an der Stelle – mit Erlaubnis der Präsidentin – das Institut für Arbeitsmarkt- und Berufsforschung zitieren.

Dort heißt es: Die annahmegemäß konstant bleibende jährliche Zuwanderung kann den demografischen Effekt zunehmend weniger kompensieren.

Andere Institute sagen sogar: Eine Kompensation ist ausgeschlossen.

– Welche Lösungsmöglichkeiten schweben Ihnen zu dem Thema vor?

Unnamed: 0: 11851.0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
20220929,migration,20,AfD,"Meine Damen und Herren, ich sage Ihnen, was wir brauchen: Wir brauchen eine nachhaltige Umsetzung des AfD-Programms.

Die brauchen wir und nichts anderes.

Wir stehen für die Existenz unseres Deutschlands, für geschlossene Grenzen und die Beendigung der illegalen Einwanderung.

Wir stehen für ein Leben, das man sich leisten kann, für Energiesicherheit und Versorgungssicherheit, für Wohlstand und die Stärkung der Wirtschaft.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1
20220930,migration,20,AfD,"Hätte die Union damals unter Angela Merkel nicht gleichzeitig Schengen, Dublin, das Asylgesetz, das Grundgesetz über Bord geworfen und massenhaft illegale Migranten importiert, dann hätten wir auch kein Problem mit „Sozialtourismus“, Herr Merz, und dann hätten wir auch kein Problem mit demokratischer Stabilität, Zufriedenheit und Wohlstand in unserem Land.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
20221001,migration,20,AfD,,[],0
20221002,migration,20,AfD,,[],0
20221003,migration,20,AfD,,[],0
20221004,migration,20,AfD,,[],0
20221005,migration,20,AfD,,[],0
20221006,migration,20,AfD,,[],0
20221007,migration,20,AfD,,[],0
20221008,migration,20,AfD,,[],0
20221009,migration,20,AfD,,[],0
20221010,migration,20,AfD,,[],0
20221011,migration,20,AfD,,[],0
20221012,migration,20,AfD,"Und Faesers bereits in Aussicht genommene „Koalition der Willigen“ zeigt, dass Planerfüllung beim Import illegaler Migration der Ampel einfach über
                    alles geht, Marke „Zur Not nehmen wir sie eben alleine“.

Eine klare Mehrheit der Bundesbürger will aber laut Umfrage eine Begrenzung der Migration Unqualifizierter, will verstärkten Schutz der Außengrenzen,
                    will das Gegenteil des Kommissionsentwurfs, in dem jegliche Obergrenzen fehlen.","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",2
20221013,migration,20,AfD,"Dadurch haben Sie Millionen Menschen aus dem Orient und Afrika ermöglicht, unkontrolliert nach Deutschland zu kommen.

Ihre weltfremde Willkommenskultur hat unsere Städte, unsere Dörfer, unsere ganze Heimat im Kern verändert.

Erstens.

Sie stellen sich heute hierhin und tun so, als hätten Sie mit all dem gar nichts zu tun, als seien Sie eine konservative Partei, eine, die unsere Heimat vor illegalen Migranten schützen will.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1
20221014,migration,20,AfD,"Damit komme ich zu einem wichtigen Punkt, den die Union leider vergessen hat: Die inzwischen extrem angewachsene Zahl von Auswanderungen hochqualifizierter Deutscher.

Die merken nämlich inzwischen, dass sie in diesem Land nicht mehr vorankommen können.

Das haben junge Auswanderer letzten Monat dem Magazin „Cicero“ gesagt, und sie haben noch weitere Gründe genannt.

Erstens: ein rigides gesellschaftliches Klima.

Zweitens: politische Übergriffigkeiten bis in die engste Privatsphäre.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
20221015,migration,20,AfD,,[],0
20221016,migration,20,AfD,,[],0
20221017,migration,20,AfD,,[],0
20221018,migration,20,AfD,,[],0
20221019,migration,20,AfD,"Aber statt auf feministische Außenpolitik setzt Frau Faeser eher auf antifeministische Innenpolitik und will Zuwanderergruppen unbedingt im Land
                    belassen, die überproportional oft Gewalt- und Sexualdelikte verüben.

Man fragt sich langsam: Produziert die Ampel in der Energiefrage womöglich absichtlich so
                    viel Murks, um davon abzulenken, was für verheerende Pläne Sie in der Migrationspolitik haben?","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1
20221020,migration,20,AfD,"Das zeigt die starke ideologische Einseitigkeit der SPD, die alle Migrationsprobleme ausblenden will.

Das sehen wir auch heute hier wieder, meine Damen und Herren.

Aber fast noch schlimmer als die Islamisten sind die links-grünen Ideologen, selbsternannte Volkserzieher im politischen Delirium einer linken, woken Identitätspolitik, für die Muslime in Deutschland immer die Opfer sind und die Deutschen, die Weißen, immer die Täter.

Auch das kann so nicht weitergehen, meine Damen und Herren.","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",2
20221021,migration,20,AfD,"Woher wollen Sie die Fachkräfte nehmen, während immer mehr deutsche Spezialisten abwandern?

In unserem Land funktioniert seit Kurzem nicht einmal mehr
                    die Postzustellung.

Was wollen Sie mit den Millionen ungebildeten Sozialmigranten erreichen, die Sie hier seit Jahren herankarren?

Das sind keine
                    Wissenschaftler, Informatiker oder Ingenieure.

Hier findet eine ungebremste Migration von überwiegend Ungebildeten und Analphabeten statt.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1
20221022,migration,20,AfD,,[],0
20221023,migration,20,AfD,,[],0
20221024,migration,20,AfD,,[],0
20221025,migration,20,AfD,,[],0
20221026,migration,20,AfD,,[],0
20221027,migration,20,AfD,,[],0
20221028,migration,20,AfD,,[],0
20221029,migration,20,AfD,,[],0
20221030,migration,20,AfD,,[],0
20221031,migration,20,AfD,,[],0
20221101,migration,20,AfD,,[],0
20221102,migration,20,AfD,,[],0
20221103,migration,20,AfD,,[],0
20221104,migration,20,AfD,,[],0
20221105,migration,20,AfD,,[],0
20221106,migration,20,AfD,,[],0
20221107,migration,20,AfD,,[],0
20221108,migration,20,AfD,,[],0
20221109,migration,20,AfD,"Und hören Sie bitte auf, Frau Roth, mit Ihren wirklich haltlosen Anschuldigungen in unsere Richtung!

Wenn eine Politik für die Sicherheit der Juden in Deutschland sorgen würde, dann ist es die Politik der AfD.

Vielen Dank.

Vielen Dank.

– Nächste Rednerin ist die Kollegin Anikó Glogowski-Merten, FDP-Fraktion.

Unnamed: 0: 11221.0","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1
20221110,migration,20,AfD,"Hiermit sollen Minderjährige angelockt werden, die dann einen Antrag stellen können, um Eltern und Verwandte leichter und schneller nach Deutschland zu holen.

Die finanziellen, gesellschaftlichen und kulturellen Folgen dieser verfehlten Politik sind bekannt.

Auch heute haben wir gehört – von der FDP –, Deutschland sei ein Einwanderungsland.

Das sind wir nicht.

Moderne Einwanderungsländer öffnen nicht einfach ihre Grenzen.","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",2
20221111,migration,20,AfD,"Sie will lieber enteignen.

Aber das ist ja das Merkmal von Links-Grün: eher umverteilen, als Werte schaffen.

Die Politik der Ampel ist verlogen.

Sie spricht davon, die Versorgungssicherheit zu stabilisieren; aber mit der Abschaltung der Kernenergie und dem Kohleausstieg tut sie genau das Gegenteil.

Sie spricht von Transparenz; aber das Wirtschaftsministerium verweigert widerrechtlich die Einsicht in wichtige Dokumente und Unterlagen.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
20221112,migration,20,AfD,,[],0
20221113,migration,20,AfD,,[],0
20221114,migration,20,AfD,,[],0
20221115,migration,20,AfD,,[],0
20221116,migration,20,AfD,,[],0
20221117,migration,20,AfD,,[],0
20221118,migration,20,AfD,,[],0
20221119,migration,20,AfD,,[],0
20221120,migration,20,AfD,,[],0
20221121,migration,20,AfD,"Die Deutschen, die zu Massen dieses Land verlassen,
                    können es nicht mehr tun: Ingenieure, Wissenschaftler, Handwerker und Techniker.

In den letzten 20 Jahren haben wir knapp 1 Million deutsche Auswanderer zu
                    beklagen.

Das haben Sie mit Ihrer Politik zu verantworten, Ihrer Politik, die Menschen auspresst, die arbeiten gehen.

Darum flüchten Steuerzahler.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
20221122,migration,20,AfD,,[],0
20221123,migration,20,AfD,"Und Sie schaffen mit dem Umbau des Hartz-IV-Systems zum Bürgergeld einen mächtigen Migrationsmagneten, der
                    Asylzuwanderer mit den höchsten Sozialleistungen aller EU-Staaten lockt.

Wer es nach Deutschland schafft, muss faktisch nicht mehr gehen und hat über kurz oder
                    lang Anspruch auf volle Sozialleistungen und Einbürgerung.

Das hat mit einer verantwortungsvollen Einwanderungs- und Asylpolitik wirklich gar nichts mehr zu
                    tun.","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",2
20221124,migration,20,AfD,"Dieser Politik muss Deutschland sich jetzt anschließen!

Solche Zuwanderer werden überwiegend nicht dem Arbeitsmarkt dienen, sondern die Gruppe der Kostgänger vergrößern.

Unberechtigte werden nicht
                    abgeschoben.

Der Sozialtourismus, die europäische Binnenmigration werden nicht blockiert.

Überall sehenden Auges ins Unheil, das ist diese Regierung, meine
                    Damen und Herren.","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",2
20221125,migration,20,AfD,"Sie behaupten, Sie stehen für Menschen, für Frauen, für diskriminierte Menschen ein.

In Wahrheit betreiben Sie eine Schuldenpolitik, die Sie
                    verschleiern.

Sie betreiben eine Politik gegen die Interessen Deutschlands.

Und wer darauf hinweist, den beleidigen Sie als Hetzer, den beleidigen Sie als
                    jemanden, der diskriminieren würde, der hier austeilt.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1
20221126,migration,20,AfD,,[],0
20221127,migration,20,AfD,,[],0
20221128,migration,20,AfD,,[],0
20221129,migration,20,AfD,,[],0
20221130,migration,20,AfD,"Wir haben teilweise leider auch eine marode Infrastruktur, marode Schulen, teilweise sind die Innenstädte nicht mehr sicher.

Was macht Sie denn so sicher, dass ausgerechnet Erleichterungen bei der Zuwanderung und Erleichterungen beim Erwerb der deutschen Staatsbürgerschaft
                    echte Fachkräfte, die wir also wirklich brauchen, motivieren könnten, nun ausgerechnet nach Deutschland zu kommen?

Ist das wirklich das entscheidende
                    Kriterium?

Unnamed: 0: 10745.0","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1
20221201,migration,20,AfD,"Heute haben fast 40 Prozent der Kinder einen Migrationshintergrund.

Eine Gesellschaft, die so viel Zuwanderung zulässt, entwickelt sich nicht mehr.

Nein, sie wird von außen verändert.

Die propagierte Lösung der alten Parteien besteht darin, einfach weiter alle reinzulassen und dann zu hoffen, dass die benötigten Fachkräfte unter den
                    massenhaft Zugewanderten sind.

Wir sollen also einfach die Kinder und Jugend von anderen Völkern wegnehmen, damit diese für uns arbeiten.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1
20221202,migration,20,AfD,"Allein seit 2014 kamen über 8 Millionen Ausländer nach Deutschland.

Die Linken und Grünen freuen sich darüber; für sie wird hier ein Großprojekt
                    umgesetzt, das sie herbeisehn: eine Transformation hin zu einer ganz anderen
                    Republik, die alles aufzulösen droht, was wir „unsere Heimat“ nennen, meine
                    Damen und Herren.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1
20221203,migration,20,AfD,,[],0
20221204,migration,20,AfD,,[],0
20221205,migration,20,AfD,,[],0
20221206,migration,20,AfD,,[],0
20221207,migration,20,AfD,,[],0
20221208,migration,20,AfD,,[],0
20221209,migration,20,AfD,,[],0
20221210,migration,20,AfD,,[],0
20221211,migration,20,AfD,,[],0
20221212,migration,20,AfD,,[],0
20221213,migration,20,AfD,,[],0
20221214,migration,20,AfD,"Man muss es klar und deutlich aussprechen: Die Migrationspolitik dieser Bundesregierung tötet Menschen in unserem Land, und damit muss endlich Schluss sein!

Wenn wir in diesen Staat nicht mal mehr gewährleisten können, dass unsere Kinder auf dem Schulweg vor Mördern sicher sind, dann ist das nicht mehr nur ein sicherheitspolitisches Totalversagen, dann ist das eine Schande für unser Land, und diese Bundesregierung sollte sich schämen.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1
20221215,migration,20,AfD,"Der einzige Weg, vernünftige Politik für Deutschland zu machen, ist, wenn sich endlich die konservativen Kräfte, wie im meinem Heimatkreis Bautzen in dieser Woche geschehen, zusammenschließen.

Im Kreistag stimmte fast die gesamte CDU-Fraktion für einen Antrag der AfD, freiwillige Integrationsleistungen für abgelehnte Asylbewerber zu streichen und damit erstens den Haushalt zu entlasten und zweitens den Magneten für Asylforderer herunterzudrehen.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",2
20221216,migration,20,AfD,"Sage und schreibe 171 000 Verstöße gegen das Aufenthaltsgesetz hat allein die Bundespolizei im Jahr 2021 festgestellt.

Dies ist nicht zuletzt auf die Politik der offenen Grenzen unserer Bundesregierung zurückzuführen.

Leider schweigt sich der Antrag der CDU dazu aus, wie Sie die genaue Zuständigkeitsverteilung bei der Strafverfolgung durch Land und Bund voneinander abgrenzen wollen.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
20221217,migration,20,AfD,,[],0
20221218,migration,20,AfD,,[],0
20221219,migration,20,AfD,,[],0
20221220,migration,20,AfD,,[],0
20221221,migration,20,AfD,,[],0
20221222,migration,20,AfD,,[],0
20221223,migration,20,AfD,,[],0
20221224,migration,20,AfD,,[],0
20221225,migration,20,AfD,,[],0
20221226,migration,20,AfD,,[],0
20221227,migration,20,AfD,,[],0
20221228,migration,20,AfD,,[],0
20221229,migration,20,AfD,,[],0
20221230,migration,20,AfD,,[],0
20221231,migration,20,AfD,,[],0
20230101,migration,20,AfD,,[],0
20230102,migration,20,AfD,,[],0
20230103,migration,20,AfD,,[],0
20230104,migration,20,AfD,,[],0
20230105,migration,20,AfD,,[],0
20230106,migration,20,AfD,,[],0
20230107,migration,20,AfD,,[],0
20230108,migration,20,AfD,,[],0
20230109,migration,20,AfD,,[],0
20230110,migration,20,AfD,,[],0
20230111,migration,20,AfD,,[],0
20230112,migration,20,AfD,,[],0
20230113,migration,20,AfD,,[],0
20230114,migration,20,AfD,,[],0
20230115,migration,20,AfD,,[],0
20230116,migration,20,AfD,,[],0
20230117,migration,20,AfD,,[],0
20230118,migration,20,AfD,"Innenministerin Faeser geht noch weiter: Ihre erste Aktion nach Silvester war das Voranpeitschen einer Einbürgerungsoffensive mit regelhaftem Doppelpass.

Das soll neue Wähler rekrutieren und Ausländerkriminalität verschleiern.

Wer einen deutschen Pass hat – auch wenn er den alten behält –, gilt in der Statistik als Deutscher.

So ein falsches Spiel wird Deutschland nicht retten, meine Damen und Herren.

Diese Leute sind auch nicht zu wenig integriert, sie sind zu wenig abgeschoben.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1
20230119,migration,20,AfD,"Keine Zukunft ohne Herkunft, meine Damen und Herren!

Was Sie wollen, ist ein Nebeneinander.

Was wir wollen, ist eine Nation.

Vielen Dank.

Das Wort hat die Kollegin Katrin Budde für die SPD-Fraktion.

Unnamed: 0: 10158.0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
20230120,migration,20,AfD,"Höchste Zeit also, mit den links-grünen Illusionen und Lebenslügen aufzuräumen.

Migration löst unsere Probleme nicht.

Migration verschärft sie.

Deswegen: Stoppen Sie die Migrationsspirale, und packen Sie endlich die wirklichen Probleme an!

Unsere Arbeitsproduktivität, die seit der ersten Migrationswelle 2015 stagniert, müssen wir unbedingt erhöhen, wenn wir im internationalen Wettbewerb mithalten wollen.

Das heißt, wir müssen lernen, mit weniger Menschen den gleichen Output zu erzielen.","[0, 0, 0, 0, 0, 0, 0, 4, 0, 0]",4
20230121,migration,20,AfD,,[],0
20230122,migration,20,AfD,,[],0
20230123,migration,20,AfD,,[],0
20230124,migration,20,AfD,,[],0
20230125,migration,20,AfD,"Das Individuum kann ja immer auch anders sein.

Aber es sind immer die gleichen Migrantengruppen und die gleichen Herkunftsgebiete, die die gleichen Integrationsprobleme verursachen.

Herr Bundeskanzler, ich frage Sie: Gibt es aus Ihrer Sicht auch ethnisch-kulturelle Differenzen, die einer erfolgreichen Integration im Wege stehen können?

Unnamed: 0: 10063.0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",2
20230126,migration,20,AfD,"Es reicht Ihnen nicht, dass man gerade den kleinen Leuten das Leben mit der jahrelangen illegalen Migration und den Folgeproblemen auf dem Arbeits- und Wohnungsmarkt ohnehin schon schwer genug gemacht hat.

Nein, Sie greifen auch noch die Würde der Menschen an, denen es wehtut, unser Recht einzuhalten, die es aber trotzdem tun.

Sie legen die Axt an die Rechtsordnung und ihre Akzeptanz.

Auch im Gesetzentwurf zum sogenannten Containern geht es nur um Scheinprobleme.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1
20230127,migration,20,AfD,"Wir haben bis Frühjahr 2019 – ich gehörte ihr an – einmal wöchentlich getagt.

Dem Präsidenten unterstelle ich die besten Absichten.

Ob seine Fraktion ihn stützte, darf man in Zweifel ziehen.

Die Vertreter der beiden größten Fraktionen haben nur Verhinderungsdiskussionen betrieben; so viel wird man aus der Runde erzählen dürfen.

Gestern war hier wiederholt die Rede von der materiellen staatlichen Unterstützung, welche die Parteien verdienen.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
20230128,migration,20,AfD,,[],0
20230129,migration,20,AfD,,[],0
20230130,migration,20,AfD,,[],0
20230131,migration,20,AfD,,[],0
20230201,migration,20,AfD,,[],0
20230202,migration,20,AfD,,[],0
20230203,migration,20,AfD,,[],0
20230204,migration,20,AfD,,[],0
20230205,migration,20,AfD,,[],0
20230206,migration,20,AfD,,[],0
20230207,migration,20,AfD,,[],0
20230208,migration,20,AfD,"Ihre eigentliche Aufgabe, die Sicherheit der Bürger, hat sie über ihre Besessenheit beim Kampf
                    gegen rechts, bei der Öffnung der letzten Migrationsschleusen im Zuge des unsäglichen Einbürgerungsgesetzes schon länger sträflich vernachlässigt.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1
20230209,migration,20,AfD,"Jedes zweite Kind unter sechs in Berlin hat Migrationshintergrund, und die Kitas brechen unter der Last, bald der Mehrheit der Kinder Sprache und
                    kulturfremde Sozialkompetenz zu vermitteln, zusammen.

Und dann kommen Sie und bejammern das Resultat!

Das ist linke Logik, also einfach nur dämlich.

Werden wir mal konkret.

Jährlich starten in Berlin 3 000 Personen die Ausbildung zum Erzieher.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1
20230210,migration,20,AfD,"Durch wirtschaftliche Zusammenarbeit und Hilfe zur
                    Selbsthilfe retten Sie Regionen und ermöglichen den Menschen ein Leben vor Ort.

Drittens.

Eindämmung der Migration nach Europa.

Ich sage Ihnen: Ihnen fehlt der politische Wille, sonst würden Sie nämlich die Pullfaktoren beenden, einen effektiven Grenzschutz betreiben und das
                    staatlich finanzierte Schleppertum über das Mittelmeer beenden.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1
20230211,migration,20,AfD,,[],0
20230212,migration,20,AfD,,[],0
20230213,migration,20,AfD,,[],0
20230214,migration,20,AfD,,[],0
20230215,migration,20,AfD,,[],0
20230216,migration,20,AfD,,[],0
20230217,migration,20,AfD,,[],0
20230218,migration,20,AfD,,[],0
20230219,migration,20,AfD,,[],0
20230220,migration,20,AfD,,[],0
20230221,migration,20,AfD,,[],0
20230222,migration,20,AfD,,[],0
20230223,migration,20,AfD,,[],0
20230224,migration,20,AfD,,[],0
20230225,migration,20,AfD,,[],0
20230226,migration,20,AfD,,[],0
20230227,migration,20,AfD,,[],0
20230228,migration,20,AfD,,[],0
20230301,migration,20,AfD,"Das akzeptieren wir nicht länger.

Wir müssen es klar und deutlich aussprechen: Die Hauptursache dieser desaströsen Sicherheitsentwicklung ist die völlig enthemmte Migrationspolitik dieser Regierung.

Sie zerstört damit Sicherheit in unserem Land; und dem muss sich jetzt endlich jeder verantwortungsvolle Sicherheitspolitiker entschlossen entgegenstellen.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1
20230302,migration,20,AfD,"Meine Damen und Herren, schon als die CDU regierte, war die Migrationspolitik eine Katastrophe.

Jetzt wird sie vollends absurd.

Sie wird apokalyptisch, meine Damen und Herren.

Nicht ohne Grund haben die Deutschen Angst vor solcher Politik.

Sie sind mit großer Mehrheit dagegen.

Und das hat jetzt auch die CDU verstanden.

Jetzt will die CDU von dieser Stimmung profitieren.

Sie legt heute einen Antrag vor, um Einwanderung zu begrenzen.

Sie hat dafür bis in Details abgeschrieben von der AfD.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1
20230303,migration,20,AfD,"Trotz akuter Wohnungsnot haben Sie in den vergangenen Jahren Millionen von Fremden in dieses Land geholt.

Von der CDU bis hin zur Linken haben Sie die Menschen in unserem Land angelogen und ihnen versprochen, dass wir dank Zuwanderung ganz viele neue Arbeitskräfte, Raketentechniker oder Altenpfleger bekommen werden.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
20230304,migration,20,AfD,,[],0
20230305,migration,20,AfD,,[],0
20230306,migration,20,AfD,,[],0
20230307,migration,20,AfD,,[],0
20230308,migration,20,AfD,,[],0
20230309,migration,20,AfD,,[],0
20230310,migration,20,AfD,,[],0
20230311,migration,20,AfD,,[],0
20230312,migration,20,AfD,,[],0
20230313,migration,20,AfD,,[],0
